handle,rating,maxRating,rank,maxRank
Nusrat2006,821,826,newbie,newbie
Z3R0-DAY,821,1064,newbie,newbie
m13hmahadi,821,821,newbie,newbie
osamabinsayeed33,821,893,newbie,newbie
ramisa01,821,821,newbie,newbie
sakib.mustafa,821,1048,newbie,newbie
sizi_19,821,821,newbie,newbie
Arnab.csecu,820,820,newbie,newbie
Mahmuda1,820,820,newbie,newbie
SAMI1595,820,820,newbie,newbie
Siam84,820,985,newbie,newbie
mr_utsob,820,844,newbie,newbie
tyro_404,820,820,newbie,newbie
Ak145,819,819,newbie,newbie
Anisur_Rahman_Anik,819,848,newbie,newbie
F.H.Pantho,819,928,newbie,newbie
Nabil9080,819,819,newbie,newbie
Pipra_bidda,819,819,newbie,newbie
Samia_Nishat,819,819,newbie,newbie
_monosshizaman_,819,853,newbie,newbie
aritra_chy,819,908,newbie,newbie
arshad.cse54,819,967,newbie,newbie
kazi_nas,819,819,newbie,newbie
mr-shakib,819,871,newbie,newbie
mukit-22,819,903,newbie,newbie
n.r.nafiz,819,1378,newbie,pupil
piro-_-Panda,819,1027,newbie,newbie
tamaltm,819,905,newbie,newbie
Aro99paul,818,818,newbie,newbie
NsTp__Eastern,818,837,newbie,newbie
Saiful1234,818,868,newbie,newbie
TanvirArif,818,844,newbie,newbie
anurag_deep,818,818,newbie,newbie
bosboo,818,896,newbie,newbie
ddutta_,818,818,newbie,newbie
m0j0j0j0,818,818,newbie,newbie
mastermind_fa,818,818,newbie,newbie
siyam3990,818,849,newbie,newbie
184_Fahim,817,927,newbie,newbie
arjunmazumder132,817,822,newbie,newbie
atasisharma,817,817,newbie,newbie
eryx_906,817,1384,newbie,pupil
farhanlabibahan,817,892,newbie,newbie
heavenlyObject,817,817,newbie,newbie
one_last_strive,817,817,newbie,newbie
tntanvir2382018,817,822,newbie,newbie
Borshon20,816,908,newbie,newbie
Diissarraayy,816,867,newbie,newbie
mahfahim51,816,816,newbie,newbie
meheraj43,816,894,newbie,newbie
mithilajahanchoity,816,884,newbie,newbie
mostakimjihad652001,816,816,newbie,newbie
muhit5th,816,816,newbie,newbie
nusratamaisha,816,816,newbie,newbie
priyota08,816,826,newbie,newbie
saadi615,816,825,newbie,newbie
sage223,816,816,newbie,newbie
shawon330,816,853,newbie,newbie
tanmoykdas_,816,965,newbie,newbie
tanvirrana,816,837,newbie,newbie
ANAS_18,815,894,newbie,newbie
Akram_001,815,824,newbie,newbie
Aminul_Islam_Tayef,815,834,newbie,newbie
Ariful_farhad,815,1155,newbie,newbie
Bromio,815,815,newbie,newbie
Jubayer_source,815,815,newbie,newbie
Nibir1000,815,896,newbie,newbie
PresidentUdoy,815,931,newbie,newbie
Provash,815,815,newbie,newbie
Sadi_Islam,815,989,newbie,newbie
Shafiul_Alam,815,993,newbie,newbie
hasibul_hasib29,815,846,newbie,newbie
kamrulhasannaim,815,915,newbie,newbie
niloy1hasan,815,914,newbie,newbie
sagor55,815,815,newbie,newbie
sarawer,815,847,newbie,newbie
sh4ki1,815,935,newbie,newbie
Ashraful_Alom,814,814,newbie,newbie
MILKIWAY696969,814,814,newbie,newbie
Rohan27,814,823,newbie,newbie
_Tukabbir_,814,814,newbie,newbie
jannat__jarin_,814,814,newbie,newbie
mamunul,814,1652,newbie,expert
oi_ayonnnn,814,891,newbie,newbie
totoCompany,814,814,newbie,newbie
10VIR,813,813,newbie,newbie
Arceus_Xerneas,813,919,newbie,newbie
Mabrur,813,853,newbie,newbie
Mahmudul666,813,813,newbie,newbie
Redoy50,813,912,newbie,newbie
SiyamX7,813,894,newbie,newbie
Torikul_Roman,813,813,newbie,newbie
Weak_Learner,813,853,newbie,newbie
muhibur_shafy,813,856,newbie,newbie
nadira04,813,860,newbie,newbie
nishandas,813,873,newbie,newbie
onikhaider56,813,813,newbie,newbie
readerofalltrades,813,813,newbie,newbie
sanjida1220,813,813,newbie,newbie
AlHabibi,812,812,newbie,newbie
Captainwolfie,812,898,newbie,newbie
DiptaJeeT,812,872,newbie,newbie
Nuhash117,812,836,newbie,newbie
OSMAN_GONI0057,812,956,newbie,newbie
Omma_Sharika_Shama,812,812,newbie,newbie
Shifa_BD,812,978,newbie,newbie
aishaker129,812,929,newbie,newbie
akash_899,812,909,newbie,newbie
jihan_islam,812,815,newbie,newbie
mielmahmud,812,812,newbie,newbie
shazidbin,812,872,newbie,newbie
skydev_222,812,840,newbie,newbie
MIsbaUlHoque_Arafat,811,839,newbie,newbie
Saiful_islam12264,811,811,newbie,newbie
Sayeem_Ahmed,811,1018,newbie,newbie
Stranger.1,811,908,newbie,newbie
Tahasin_Ahamad,811,845,newbie,newbie
apurbor39,811,811,newbie,newbie
fahmidasalma,811,856,newbie,newbie
jmsbro,811,840,newbie,newbie
mahadi74,811,811,newbie,newbie
mathinahmeds,811,811,newbie,newbie
panglossian_sharf,811,811,newbie,newbie
safiullahforagy,811,909,newbie,newbie
skullonrisk,811,938,newbie,newbie
A_Miah,810,812,newbie,newbie
Pial0101,810,900,newbie,newbie
Shunn0_0,810,991,newbie,newbie
eshan07,810,885,newbie,newbie
mahfuzap465,810,810,newbie,newbie
mahfuzmia1703,810,1217,newbie,pupil
shamim24,810,827,newbie,newbie
Abu_Ubaida_00,809,936,newbie,newbie
HITMAN_2077,809,854,newbie,newbie
Junayed_Ahmed_Joy,809,809,newbie,newbie
Mahatab7590,809,809,newbie,newbie
ask_abdullah,809,809,newbie,newbie
ifty1971,809,818,newbie,newbie
mahbub620,809,912,newbie,newbie
thisisyourfahi,809,809,newbie,newbie
Abu-Saeed,808,965,newbie,newbie
Code_x_Nibir,808,820,newbie,newbie
Ishmak_Rafi,808,808,newbie,newbie
Mashfi_Rejoan_Saikat,808,810,newbie,newbie
Momin_Sarker,808,829,newbie,newbie
Nafi_14078,808,859,newbie,newbie
TawratNibir,808,905,newbie,newbie
Tung_sten,808,909,newbie,newbie
monirulalamsifat,808,808,newbie,newbie
nuralam.rsc,808,827,newbie,newbie
tajmin_taj,808,808,newbie,newbie
yasirFakir,808,950,newbie,newbie
AI_Arafat118,807,917,newbie,newbie
